"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000160957","RECQL4","ENSG00000160957_RECQL4","protein_coding","chr8",144511288,144517845,"-",-1.05865437574525,5.64884401490393,1.16126292836152e-05,0.000577279365006108,"Down_in_Ssh1"
"ENSG00000173638","SLC19A1","ENSG00000173638_SLC19A1","protein_coding","chr21",45493572,45573365,"-",-1.5885380926027,4.5785371301442,1.18261626509834e-05,0.000585881057907965,"Down_in_Ssh1"
"ENSG00000171236","LRG1","ENSG00000171236_LRG1","protein_coding","chr19",4536402,4540036,"-",3.20997334159418,0.262828156969566,1.2165893921279e-05,0.000600654680768675,"Up_in_Ssh1"
"ENSG00000149554","CHEK1","ENSG00000149554_CHEK1","protein_coding","chr11",125625163,125676255,"+",-1.12482091513657,5.18950264529939,1.23069423045769e-05,0.000605551793802755,"Down_in_Ssh1"
"ENSG00000164032","H2AZ1","ENSG00000164032_H2AZ1","protein_coding","chr4",99948086,99950355,"-",-1.0607259210257,8.76271458903102,1.24435077561966e-05,0.000608937881155235,"Down_in_Ssh1"
"ENSG00000143401","ANP32E","ENSG00000143401_ANP32E","protein_coding","chr1",150218417,150236156,"-",-1.14535523555402,6.85772516020227,1.24599483493674e-05,0.000608937881155235,"Down_in_Ssh1"
"ENSG00000105520","PLPPR2","ENSG00000105520_PLPPR2","protein_coding","chr19",11355386,11365698,"+",1.03638368570272,5.81210984472939,1.2625350367105e-05,0.000614943833032126,"Up_in_Ssh1"
"ENSG00000095002","MSH2","ENSG00000095002_MSH2","protein_coding","chr2",47403067,47663146,"+",-1.06661616427027,5.7731866892318,1.28014574337635e-05,0.000621429138378601,"Down_in_Ssh1"
"ENSG00000100439","ABHD4","ENSG00000100439_ABHD4","protein_coding","chr14",22598290,22612963,"+",1.06359949463667,5.91677685507274,1.33965873835687e-05,0.000648143923380284,"Up_in_Ssh1"
"ENSG00000228742","LINC02577","ENSG00000228742_LINC02577","lncRNA","chr7",106774955,106838480,"+",2.00326746449296,2.16735722983987,1.35540375155579e-05,0.000652956987560631,"Up_in_Ssh1"
"ENSG00000006534","ALDH3B1","ENSG00000006534_ALDH3B1","protein_coding","chr11",68008578,68029282,"+",1.75739672872691,4.12755808199455,1.35863440657922e-05,0.000652956987560631,"Up_in_Ssh1"
"ENSG00000111247","RAD51AP1","ENSG00000111247_RAD51AP1","protein_coding","chr12",4538798,4560047,"+",-1.2683010123859,4.40559925941733,1.42252375559636e-05,0.000681398299617778,"Down_in_Ssh1"
"ENSG00000164946","FREM1","ENSG00000164946_FREM1","protein_coding","chr9",14737152,14910995,"-",-1.26613933468123,4.7776663899982,1.47754662170429e-05,0.000705418793055254,"Down_in_Ssh1"
"ENSG00000105767","CADM4","ENSG00000105767_CADM4","protein_coding","chr19",43622368,43639850,"-",1.08565326106992,5.84816184605408,1.51387268266911e-05,0.00072038428379906,"Up_in_Ssh1"
"ENSG00000119714","GPR68","ENSG00000119714_GPR68","protein_coding","chr14",91232532,91253925,"-",2.03381276111364,2.37079266759714,1.5595854592733e-05,0.000739703713240903,"Up_in_Ssh1"
"ENSG00000163808","KIF15","ENSG00000163808_KIF15","protein_coding","chr3",44761721,44873376,"+",-1.44135186373606,5.1294293103961,1.57586456126591e-05,0.000744982246512179,"Down_in_Ssh1"
"ENSG00000125510","OPRL1","ENSG00000125510_OPRL1","protein_coding","chr20",64080082,64100643,"+",2.21369783249776,2.13577395822304,1.61340483341663e-05,0.000760244766130455,"Up_in_Ssh1"
"ENSG00000106462","EZH2","ENSG00000106462_EZH2","protein_coding","chr7",148807257,148884321,"-",-1.06567226456181,5.89378251117373,1.63024370955054e-05,0.000765685243583053,"Down_in_Ssh1"
"ENSG00000100055","CYTH4","ENSG00000100055_CYTH4","protein_coding","chr22",37282027,37315341,"+",2.17593572860277,2.1804509614679,1.64557045969936e-05,0.000770382597734981,"Up_in_Ssh1"
"ENSG00000101447","FAM83D","ENSG00000101447_FAM83D","protein_coding","chr20",38926312,38953106,"+",-1.49767658622519,6.2731145861846,1.66573453451352e-05,0.000777306960524922,"Down_in_Ssh1"
"ENSG00000178150","ZNF114","ENSG00000178150_ZNF114","protein_coding","chr19",48270081,48287608,"+",1.67407397424164,3.84066469433507,1.67645286796584e-05,0.000779793157170221,"Up_in_Ssh1"
"ENSG00000107954","NEURL1","ENSG00000107954_NEURL1","protein_coding","chr10",103493705,103592546,"+",1.18185971253431,6.26205889807272,1.70300425727246e-05,0.000789604473900749,"Up_in_Ssh1"
"ENSG00000085831","TTC39A","ENSG00000085831_TTC39A","protein_coding","chr1",51287258,51345116,"-",2.51501086222917,1.32106057268919,1.75894827404059e-05,0.000812937563331346,"Up_in_Ssh1"
"ENSG00000156398","SFXN2","ENSG00000156398_SFXN2","protein_coding","chr10",102714538,102743492,"+",-2.01759231230049,2.00315686709573,1.79190238105486e-05,0.000825090768364959,"Down_in_Ssh1"
"ENSG00000168159","RNF187","ENSG00000168159_RNF187","protein_coding","chr1",228487382,228499899,"+",0.985765714942568,7.64624172256251,1.80149878554989e-05,0.000825090768364959,"FDR_significant"
"ENSG00000146859","TMEM140","ENSG00000146859_TMEM140","protein_coding","chr7",135148072,135166215,"+",2.58713552425794,1.69030278503058,1.80235505878147e-05,0.000825090768364959,"Up_in_Ssh1"
"ENSG00000138182","KIF20B","ENSG00000138182_KIF20B","protein_coding","chr10",89701590,89774939,"+",-1.3295794314539,6.30310956752722,1.85349268532702e-05,0.000845824138357749,"Down_in_Ssh1"
"ENSG00000111199","TRPV4","ENSG00000111199_TRPV4","protein_coding","chr12",109783087,109833406,"-",1.76806135130565,2.48188979291342,1.8764510778244e-05,0.000853608216723517,"Up_in_Ssh1"
"ENSG00000176406","RIMS2","ENSG00000176406_RIMS2","protein_coding","chr8",103500610,104254430,"+",-1.90063459446713,2.37531405962285,1.88451695551725e-05,0.000854590040078763,"Down_in_Ssh1"
"ENSG00000092068","SLC7A8","ENSG00000092068_SLC7A8","protein_coding","chr14",23125295,23183674,"-",1.13040545481711,7.97112618689897,1.93723887020666e-05,0.000875753046762797,"Up_in_Ssh1"
"ENSG00000125454","SLC25A19","ENSG00000125454_SLC25A19","protein_coding","chr17",75272981,75289510,"-",-1.23887789760014,4.44977645841556,1.9597622473652e-05,0.000883175098765888,"Down_in_Ssh1"
"ENSG00000142945","KIF2C","ENSG00000142945_KIF2C","protein_coding","chr1",44739818,44767767,"+",-1.31709175701097,7.2775983034078,1.9749750162375e-05,0.000885587103216824,"Down_in_Ssh1"
"ENSG00000186185","KIF18B","ENSG00000186185_KIF18B","protein_coding","chr17",44924709,44947773,"-",-1.13720310462839,6.05203893875349,1.97797112620791e-05,0.000885587103216824,"Down_in_Ssh1"
"ENSG00000261373","VPS9D1-AS1","ENSG00000261373_VPS9D1-AS1","lncRNA","chr16",89711856,89718165,"+",-1.22865996986635,4.47005759585285,1.98929782783283e-05,0.000885587103216824,"Down_in_Ssh1"
"ENSG00000052344","PRSS8","ENSG00000052344_PRSS8","protein_coding","chr16",31131433,31135727,"-",0.99377596912244,6.75924957498033,1.99067315559445e-05,0.000885587103216824,"FDR_significant"
"ENSG00000204613","TRIM10","ENSG00000204613_TRIM10","protein_coding","chr6",30151943,30161211,"-",3.31836119101697,0.40364117953636,1.99572373599257e-05,0.000885587103216824,"Up_in_Ssh1"
"ENSG00000102575","ACP5","ENSG00000102575_ACP5","protein_coding","chr19",11574653,11579993,"-",1.45251200141962,3.79069159746235,2.0304427259955e-05,0.00089823805731654,"Up_in_Ssh1"
"ENSG00000163584","RPL22L1","ENSG00000163584_RPL22L1","protein_coding","chr3",170864875,170870208,"-",-1.14360598066862,4.95886689582741,2.04149905138657e-05,0.000900375770651163,"Down_in_Ssh1"
"ENSG00000175084","DES","ENSG00000175084_DES","protein_coding","chr2",219418377,219426735,"+",4.96236943542887,-0.85740648932983,2.07886303106092e-05,0.000914067860405085,"Up_in_Ssh1"
"ENSG00000134690","CDCA8","ENSG00000134690_CDCA8","protein_coding","chr1",37692481,37709719,"+",-1.29748542256301,6.3618694484417,2.12266212735311e-05,0.00093049788891788,"Down_in_Ssh1"
"ENSG00000235314","LINC00957","ENSG00000235314_LINC00957","lncRNA","chr7",44039171,44042306,"+",2.34508682615612,1.04910680511799,2.13212622165588e-05,0.000931822897959938,"Up_in_Ssh1"
"ENSG00000181781","CIMAP1D","ENSG00000181781_CIMAP1D","protein_coding","chr19",463346,474983,"-",2.91461989999301,0.054670783277008,2.14969414809997e-05,0.000936670950193198,"Up_in_Ssh1"
"ENSG00000276043","UHRF1","ENSG00000276043_UHRF1","protein_coding","chr19",4903080,4962154,"+",-0.970050628560551,6.43159299794736,2.1586451385962e-05,0.000937746563811791,"FDR_significant"
"ENSG00000133119","RFC3","ENSG00000133119_RFC3","protein_coding","chr13",33818069,33966558,"+",-1.18572627721931,5.42208503266429,2.20428137405381e-05,0.000954704621468935,"Down_in_Ssh1"
"ENSG00000223855","PDGFA-DT","ENSG00000223855_PDGFA-DT","lncRNA","chr7",520391,530163,"+",2.59864620052747,0.960846491798439,2.21326432023758e-05,0.000955733780792741,"Up_in_Ssh1"
"ENSG00000055044","NOP58","ENSG00000055044_NOP58","protein_coding","chr2",202265736,202303661,"+",-0.968846977080801,6.86891647482816,2.24018546724702e-05,0.000964479850273672,"FDR_significant"
"ENSG00000087586","AURKA","ENSG00000087586_AURKA","protein_coding","chr20",56369389,56392337,"-",-1.30241097748411,7.29411998027153,2.27850933974583e-05,0.000975864647039135,"Down_in_Ssh1"
"ENSG00000134222","PSRC1","ENSG00000134222_PSRC1","protein_coding","chr1",109279556,109283186,"-",-1.36598026845762,5.56208566024081,2.28012063251229e-05,0.000975864647039135,"Down_in_Ssh1"
"ENSG00000125870","SNRPB2","ENSG00000125870_SNRPB2","protein_coding","chr20",16729961,16742564,"+",-1.0169175343407,6.17247700574733,2.2926577791963e-05,0.000978005313729818,"Down_in_Ssh1"
"ENSG00000189433","GJB4","ENSG00000189433_GJB4","protein_coding","chr1",34759740,34762327,"+",2.02282599560713,3.20822436378328,2.29864376239553e-05,0.000978005313729818,"Up_in_Ssh1"
"ENSG00000266714","MYO15B","ENSG00000266714_MYO15B","protein_coding","chr17",75587800,75626849,"+",2.408588705752,1.75983818385551,2.30795746593696e-05,0.000979088349039416,"Up_in_Ssh1"
"ENSG00000099994","SUSD2","ENSG00000099994_SUSD2","protein_coding","chr22",24181487,24189106,"+",1.92993728242589,2.69003802721127,2.31725214324874e-05,0.000980157003047843,"Up_in_Ssh1"
"ENSG00000167711","SERPINF2","ENSG00000167711_SERPINF2","protein_coding","chr17",1742836,1755265,"+",2.12440275441271,2.03806947325933,2.32937728947187e-05,0.000982413174037904,"Up_in_Ssh1"
"ENSG00000102384","CENPI","ENSG00000102384_CENPI","protein_coding","chrX",101098188,101166126,"+",-1.5090225555859,4.10548405370721,2.34235866094295e-05,0.000985016290383742,"Down_in_Ssh1"
"ENSG00000174938","SEZ6L2","ENSG00000174938_SEZ6L2","protein_coding","chr16",29871159,29899550,"-",1.02835740879897,6.47586235902955,2.36709699625504e-05,0.00099253406225581,"Up_in_Ssh1"
"ENSG00000185909","KLHDC8B","ENSG00000185909_KLHDC8B","protein_coding","chr3",49171598,49176486,"+",1.17191098282221,6.0558455383137,2.38243879348795e-05,0.000996079756838054,"Up_in_Ssh1"
"ENSG00000102316","MAGED2","ENSG00000102316_MAGED2","protein_coding","chrX",54807599,54816015,"+",1.07831254073395,6.72240039779149,2.44697010275514e-05,0.00101976799692316,"Up_in_Ssh1"
"ENSG00000113356","POLR3G","ENSG00000113356_POLR3G","protein_coding","chr5",90471748,90514557,"+",-1.36094658645451,4.94982021451177,2.45319551312913e-05,0.00101976799692316,"Down_in_Ssh1"
"ENSG00000131459","GFPT2","ENSG00000131459_GFPT2","protein_coding","chr5",180300698,180353336,"-",1.56124621575399,4.21140575872054,2.48178588449372e-05,0.00102869669355548,"Up_in_Ssh1"
"ENSG00000141404","GNAL","ENSG00000141404_GNAL","protein_coding","chr18",11689264,11885685,"+",1.78491211606596,3.3455169145819,2.53756977140099e-05,0.00104881383751676,"Up_in_Ssh1"
"ENSG00000226950","DANCR","ENSG00000226950_DANCR","lncRNA","chr4",52712325,52723623,"+",-1.03986061618393,5.9711834306173,2.5676160104119e-05,0.00105820892326548,"Down_in_Ssh1"
"ENSG00000184502","GAST","ENSG00000184502_GAST","protein_coding","chr17",41712331,41715969,"+",3.67328602283641,0.448617756985484,2.59711462808091e-05,0.00106450786344916,"Up_in_Ssh1"
"ENSG00000135486","HNRNPA1","ENSG00000135486_HNRNPA1","protein_coding","chr12",54280193,54287088,"+",-0.95109804105816,10.1090888771836,2.60156240759879e-05,0.00106450786344916,"FDR_significant"
"ENSG00000131747","TOP2A","ENSG00000131747_TOP2A","protein_coding","chr17",40388525,40417896,"-",-1.42007374785747,8.74913068993309,2.61511806768819e-05,0.00106450786344916,"Down_in_Ssh1"
"ENSG00000169607","CKAP2L","ENSG00000169607_CKAP2L","protein_coding","chr2",112736349,112764664,"-",-1.42920547602975,5.56487604205614,2.61645480497793e-05,0.00106450786344916,"Down_in_Ssh1"
"ENSG00000164109","MAD2L1","ENSG00000164109_MAD2L1","protein_coding","chr4",120055623,120066858,"-",-1.19852894002089,6.28082855994514,2.61969306918224e-05,0.00106450786344916,"Down_in_Ssh1"
"ENSG00000189403","HMGB1","ENSG00000189403_HMGB1","protein_coding","chr13",30456704,30617597,"-",-1.00127614712357,8.88221123978303,2.63390925770245e-05,0.00106728659165052,"Down_in_Ssh1"
"ENSG00000197299","BLM","ENSG00000197299_BLM","protein_coding","chr15",90717346,90816166,"+",-1.17966145439928,4.80194402978399,2.67695763466305e-05,0.00107820639426087,"Down_in_Ssh1"
"ENSG00000170542","SERPINB9","ENSG00000170542_SERPINB9","protein_coding","chr6",2887270,2903309,"-",2.62411825945525,1.00617165560507,2.67789219181231e-05,0.00107820639426087,"Up_in_Ssh1"
"ENSG00000156453","PCDH1","ENSG00000156453_PCDH1","protein_coding","chr5",141853090,141879246,"-",1.19261324993122,5.73204255761083,2.68321790359403e-05,0.00107820639426087,"Up_in_Ssh1"
"ENSG00000184661","CDCA2","ENSG00000184661_CDCA2","protein_coding","chr8",25459199,25507911,"+",-1.4642364272605,5.25729496991183,2.71006788888181e-05,0.00108597900500178,"Down_in_Ssh1"
"ENSG00000148798","INA","ENSG00000148798_INA","protein_coding","chr10",103277138,103290346,"+",2.12118076342213,2.63413141948121,2.74156133119347e-05,0.00109420779232879,"Up_in_Ssh1"
"ENSG00000231607","DLEU2","ENSG00000231607_DLEU2","lncRNA","chr13",49956670,50125720,"-",-2.1729721289688,1.46144711300873,2.7457308766442e-05,0.00109420779232879,"Down_in_Ssh1"
"ENSG00000058404","CAMK2B","ENSG00000058404_CAMK2B","protein_coding","chr7",44210019,44334577,"-",3.26814819712724,-0.00684524949908405,2.78349397703683e-05,0.00110620944702788,"Up_in_Ssh1"
"ENSG00000228716","DHFR","ENSG00000228716_DHFR","protein_coding","chr5",80626226,80654983,"-",-1.21579246942081,5.64598747825649,2.79502305360777e-05,0.00110774804091753,"Down_in_Ssh1"
"ENSG00000083720","OXCT1","ENSG00000083720_OXCT1","protein_coding","chr5",41730065,41870425,"-",-1.20190184126734,5.09388484004009,2.84588516208496e-05,0.0011248244468503,"Down_in_Ssh1"
"ENSG00000076382","SPAG5","ENSG00000076382_SPAG5","protein_coding","chr17",28577565,28599025,"-",-1.33871692390695,6.42880862569004,2.86707429456815e-05,0.00113011162793523,"Down_in_Ssh1"
"ENSG00000182481","KPNA2","ENSG00000182481_KPNA2","protein_coding","chr17",68035636,68047364,"+",-1.32412195752,8.66458948422335,2.89417760975298e-05,0.00113769492670344,"Down_in_Ssh1"
"ENSG00000110195","FOLR1","ENSG00000110195_FOLR1","protein_coding","chr11",72189558,72196323,"+",2.7378046362467,1.88151339901826,2.92990342654922e-05,0.00114861742461954,"Up_in_Ssh1"
"ENSG00000182568","SATB1","ENSG00000182568_SATB1","protein_coding","chr3",18345377,18445621,"-",1.78506051245017,2.48134943822927,2.97990378484362e-05,0.00116506184193372,"Up_in_Ssh1"
"ENSG00000104529","EEF1D","ENSG00000104529_EEF1D","protein_coding","chr8",143579697,143599541,"-",-1.02240685929869,7.94776688059148,3.00247270873533e-05,0.00117072156885621,"Down_in_Ssh1"
"ENSG00000101096","NFATC2","ENSG00000101096_NFATC2","protein_coding","chr20",51386957,51562831,"-",4.06036280946206,-0.456107865055523,3.07015409276121e-05,0.00119246030199298,"Up_in_Ssh1"
"ENSG00000136450","SRSF1","ENSG00000136450_SRSF1","protein_coding","chr17",58000919,58007346,"-",-1.05863530003952,5.72895847958529,3.07471099573748e-05,0.00119246030199298,"Down_in_Ssh1"
"ENSG00000120802","TMPO","ENSG00000120802_TMPO","protein_coding","chr12",98515579,98550351,"+",-1.15460129701218,7.43191077359312,3.10820165475208e-05,0.00120222580581935,"Down_in_Ssh1"
"ENSG00000068831","RASGRP2","ENSG00000068831_RASGRP2","protein_coding","chr11",64726911,64745456,"-",1.91600047165577,2.08795160975283,3.13158760974288e-05,0.00120804123633441,"Up_in_Ssh1"
"ENSG00000235173","HGH1","ENSG00000235173_HGH1","protein_coding","chr8",144137774,144140851,"+",-1.0730913893079,4.83749573079914,3.15573703121512e-05,0.0012141194652542,"Down_in_Ssh1"
"ENSG00000124107","SLPI","ENSG00000124107_SLPI","protein_coding","chr20",45252239,45254564,"-",1.12485490525245,4.93336026027419,3.22137092018442e-05,0.00123608360030206,"Up_in_Ssh1"
"ENSG00000182841","RRP7BP","ENSG00000182841_RRP7BP","transcribed_unprocessed_pseudogene","chr22",42574733,42582001,"-",-1.90475658034173,2.54595671634828,3.3259513973341e-05,0.00127280825761575,"Down_in_Ssh1"
"ENSG00000157456","CCNB2","ENSG00000157456_CCNB2","protein_coding","chr15",59105126,59125045,"+",-1.20582122218368,6.93803281794829,3.33467668765636e-05,0.00127280825761575,"Down_in_Ssh1"
"ENSG00000182040","USH1G","ENSG00000182040_USH1G","protein_coding","chr17",74916083,74923256,"-",2.47179865691005,1.85345894835592,3.37336449662296e-05,0.00128418660021441,"Up_in_Ssh1"
"ENSG00000104522","GFUS","ENSG00000104522_GFUS","protein_coding","chr8",143612618,143618048,"-",-0.994435289700888,5.68558200936457,3.58413169142665e-05,0.00136084118236688,"FDR_significant"
"ENSG00000112742","TTK","ENSG00000112742_TTK","protein_coding","chr6",80003887,80042527,"+",-1.34256452553517,6.15795150440677,3.7052304241963e-05,0.00140313778315245,"Down_in_Ssh1"
"ENSG00000167680","SEMA6B","ENSG00000167680_SEMA6B","protein_coding","chr19",4542593,4581776,"-",1.00229482575996,6.08943171181643,3.73539492286695e-05,0.00141086744005727,"Up_in_Ssh1"
"ENSG00000053372","MRTO4","ENSG00000053372_MRTO4","protein_coding","chr1",19251805,19260128,"+",-0.948530114542218,6.44358509416286,3.78443730357332e-05,0.00142566849045551,"FDR_significant"
"ENSG00000172782","FADS6","ENSG00000172782_FADS6","protein_coding","chr17",74877302,74893781,"-",3.16076503579893,0.519616852761333,3.86276535235624e-05,0.00145139645681001,"Up_in_Ssh1"
"ENSG00000130045","NXNL2","ENSG00000130045_NXNL2","protein_coding","chr9",88534033,88584274,"+",2.48403649275976,0.955758588099618,3.87832121984784e-05,0.00145346618565593,"Up_in_Ssh1"
"ENSG00000278948","ENSG00000278948","ENSG00000278948_ENSG00000278948","TEC","chr22",37943050,37944898,"+",1.19719214724741,4.50702596529982,3.90258555812324e-05,0.00145878043110622,"Up_in_Ssh1"
"ENSG00000107821","KAZALD1","ENSG00000107821_KAZALD1","protein_coding","chr10",101061989,101068131,"+",1.83083441952268,2.533430591822,3.96083915888131e-05,0.00147673967196848,"Up_in_Ssh1"
"ENSG00000099250","NRP1","ENSG00000099250_NRP1","protein_coding","chr10",33177492,33336262,"-",-0.997687692099855,5.47962167757503,4.03284777893106e-05,0.0014997217473012,"FDR_significant"
"ENSG00000167996","FTH1","ENSG00000167996_FTH1","protein_coding","chr11",61959718,61967634,"-",1.006896365137,11.0526709659617,4.05376315899715e-05,0.00150363430405264,"Up_in_Ssh1"
"ENSG00000167513","CDT1","ENSG00000167513_CDT1","protein_coding","chr16",88803789,88809258,"+",-1.04349807012678,5.16685044544789,4.09074197260996e-05,0.00151346990730884,"Down_in_Ssh1"
"ENSG00000010292","NCAPD2","ENSG00000010292_NCAPD2","protein_coding","chr12",6493356,6531955,"+",-1.13086806542897,8.29675120460623,4.12020342985253e-05,0.00151967509406796,"Down_in_Ssh1"
"ENSG00000167779","IGFBP6","ENSG00000167779_IGFBP6","protein_coding","chr12",53097436,53102345,"+",1.56664860621614,5.203792122002,4.12852420827255e-05,0.00151967509406796,"Up_in_Ssh1"
"ENSG00000274286","ADRA2B","ENSG00000274286_ADRA2B","protein_coding","chr2",96112876,96116571,"-",3.34066809417842,-0.122206649383006,4.34378175852636e-05,0.00159086581298871,"Up_in_Ssh1"
"ENSG00000117650","NEK2","ENSG00000117650_NEK2","protein_coding","chr1",211658657,211675630,"-",-1.45888621179634,5.34051863186194,4.34392365637038e-05,0.00159086581298871,"Down_in_Ssh1"
"ENSG00000185567","AHNAK2","ENSG00000185567_AHNAK2","protein_coding","chr14",104937244,104978374,"-",1.14375286147374,7.35840973872886,4.36222801420841e-05,0.0015935351124631,"Up_in_Ssh1"
"ENSG00000258366","RTEL1","ENSG00000258366_RTEL1","protein_coding","chr20",63657810,63696253,"+",-3.10021242162244,0.00359516778137711,4.45009136165427e-05,0.00162153706895946,"Down_in_Ssh1"
"ENSG00000181444","ZNF467","ENSG00000181444_ZNF467","protein_coding","chr7",149764182,149773588,"-",1.89947977116528,2.64041440467588,4.47932747493019e-05,0.00162627353938635,"Up_in_Ssh1"
"ENSG00000187325","TAF9B","ENSG00000187325_TAF9B","protein_coding","chrX",78129748,78139650,"-",-1.19451278857605,4.37684392556028,4.48557405098267e-05,0.00162627353938635,"Down_in_Ssh1"
"ENSG00000203722","RAET1G","ENSG00000203722_RAET1G","protein_coding","chr6",149916878,149923121,"-",1.7349840450195,2.36147636247701,4.51561731217336e-05,0.00163307300094749,"Up_in_Ssh1"
"ENSG00000160471","COX6B2","ENSG00000160471_COX6B2","protein_coding","chr19",55349306,55354719,"-",1.85994915735775,3.93834100133044,4.55196053646294e-05,0.0016421112498871,"Up_in_Ssh1"
"ENSG00000203667","COX20","ENSG00000203667_COX20","protein_coding","chr1",244835616,244845057,"+",-1.26838612800114,4.28744292751146,4.5862823530164e-05,0.00165037712733172,"Down_in_Ssh1"
"ENSG00000129116","PALLD","ENSG00000129116_PALLD","protein_coding","chr4",168497052,168928457,"+",1.25369353775109,5.02195666391823,4.66746003080003e-05,0.0016754212606837,"Up_in_Ssh1"
"ENSG00000134757","DSG3","ENSG00000134757_DSG3","protein_coding","chr18",31447741,31478702,"+",1.05183900946502,6.78158051717964,4.70403675103637e-05,0.0016843711792201,"Up_in_Ssh1"
"ENSG00000132613","MTSS2","ENSG00000132613_MTSS2","protein_coding","chr16",70661204,70686053,"-",0.939616079434237,6.77952548155457,4.7840733341088e-05,0.00170526413161411,"FDR_significant"
"ENSG00000168453","HR","ENSG00000168453_HR","protein_coding","chr8",22114419,22133384,"-",0.967577596927338,7.10333124392929,4.7874638264246e-05,0.00170526413161411,"FDR_significant"
"ENSG00000183569","SERHL2","ENSG00000183569_SERHL2","protein_coding","chr22",42553617,42574382,"+",2.4269752962372,0.782441855224513,4.7977499071405e-05,0.00170526413161411,"Up_in_Ssh1"
"ENSG00000095321","CRAT","ENSG00000095321_CRAT","protein_coding","chr9",129094142,129111189,"-",1.01547530957851,5.27741878963082,4.81261700599003e-05,0.00170635582374146,"Up_in_Ssh1"
"ENSG00000136982","DSCC1","ENSG00000136982_DSCC1","protein_coding","chr8",119833976,119855894,"-",-1.08007334420904,5.77861617740109,4.88673512284506e-05,0.0017283987845251,"Down_in_Ssh1"
"ENSG00000126561","STAT5A","ENSG00000126561_STAT5A","protein_coding","chr17",42287547,42311943,"+",2.54714041233637,1.06415057827531,5.01554313545455e-05,0.00176963041457282,"Up_in_Ssh1"
"ENSG00000186871","ERCC6L","ENSG00000186871_ERCC6L","protein_coding","chrX",72204657,72239027,"-",-1.34316569049789,4.70219556969358,5.03602626664509e-05,0.00177253420859581,"Down_in_Ssh1"
"ENSG00000161800","RACGAP1","ENSG00000161800_RACGAP1","protein_coding","chr12",49976923,50033136,"-",-1.16151655789204,6.92334096560847,5.13384105396557e-05,0.00180257632734626,"Down_in_Ssh1"
"ENSG00000072682","P4HA2","ENSG00000072682_P4HA2","protein_coding","chr5",132190147,132295315,"-",0.918160915014673,6.07084414302768,5.15548477555543e-05,0.00180579280298269,"FDR_significant"
"ENSG00000187134","AKR1C1","ENSG00000187134_AKR1C1","protein_coding","chr10",4963253,4983283,"+",2.5699519550024,2.03100422851838,5.18897749377323e-05,0.00180921835350561,"Up_in_Ssh1"
"ENSG00000184545","DUSP8","ENSG00000184545_DUSP8","protein_coding","chr11",1554051,1572271,"-",2.27875971248744,1.04010110528838,5.19027800846695e-05,0.00180921835350561,"Up_in_Ssh1"
"ENSG00000117632","STMN1","ENSG00000117632_STMN1","protein_coding","chr1",25884181,25906991,"-",-1.00892280797561,8.21168603838471,5.22942849890262e-05,0.00181848347752705,"Down_in_Ssh1"
"ENSG00000174574","AKIRIN1","ENSG00000174574_AKIRIN1","protein_coding","chr1",38991276,39006059,"+",0.922839013587343,6.61700072135956,5.27468585073727e-05,0.00182982267426296,"FDR_significant"
"ENSG00000196550","FAM72A","ENSG00000196550_FAM72A","protein_coding","chr1",206186179,206204414,"-",-2.02539911463738,2.18807621748297,5.31123251904462e-05,0.001838093053122,"Down_in_Ssh1"
"ENSG00000198830","HMGN2","ENSG00000198830_HMGN2","protein_coding","chr1",26472440,26476642,"+",-0.996344350743777,8.13623785487384,5.43694735705579e-05,0.00187710931902552,"FDR_significant"
"ENSG00000235888","LINC02940","ENSG00000235888_LINC02940","lncRNA","chr21",38988569,39062894,"-",2.6237141671389,0.57556712827291,5.46669998258919e-05,0.0018817067614168,"Up_in_Ssh1"
"ENSG00000172889","EGFL7","ENSG00000172889_EGFL7","protein_coding","chr9",136658856,136672678,"+",1.17140456489673,5.50868967074289,5.47627918261075e-05,0.0018817067614168,"Up_in_Ssh1"
"ENSG00000129244","ATP1B2","ENSG00000129244_ATP1B2","protein_coding","chr17",7646627,7657770,"+",2.68672700463265,0.374957063593305,5.5204883105184e-05,0.00189240246208434,"Up_in_Ssh1"
"ENSG00000104870","FCGRT","ENSG00000104870_FCGRT","protein_coding","chr19",49506816,49526428,"+",1.19510459782437,5.2096955214106,5.57373878826416e-05,0.00190613960546169,"Up_in_Ssh1"
"ENSG00000131409","LRRC4B","ENSG00000131409_LRRC4B","protein_coding","chr19",50516892,50568435,"-",2.37839048489528,1.63342660346235,5.72515275991611e-05,0.00195330329775817,"Up_in_Ssh1"
"ENSG00000132199","ENOSF1","ENSG00000132199_ENOSF1","protein_coding","chr18",670318,712662,"-",-1.26923486708611,5.0210251838413,5.82412189443657e-05,0.00197827611762258,"Down_in_Ssh1"
"ENSG00000138346","DNA2","ENSG00000138346_DNA2","protein_coding","chr10",68414064,68472121,"-",-1.31537778311239,4.17610097718992,5.83009652397912e-05,0.00197827611762258,"Down_in_Ssh1"
"ENSG00000158553","POM121L2","ENSG00000158553_POM121L2","protein_coding","chr6",27285903,27312273,"-",4.01851759583807,-0.432571542524185,5.83937441051322e-05,0.00197827611762258,"Up_in_Ssh1"
