"Geneid","GeneName","NewName","GeneType","chr","start","end","strand","logFC","logCPM","PValue","FDR","significance"
"ENSG00000076344","RGS11","ENSG00000076344_RGS11","protein_coding","chr16",268301,275980,"-",1.17296357885454,1.82507378758485,0.0633331035326549,0.268058893187113,"Not_significant"
"ENSG00000153207","AHCTF1","ENSG00000153207_AHCTF1","protein_coding","chr1",246839098,246931948,"-",-0.455354157174976,7.12128287568277,0.0633418566513032,0.268058893187113,"Not_significant"
"ENSG00000106772","PRUNE2","ENSG00000106772_PRUNE2","protein_coding","chr9",76611376,76906114,"-",0.766852911561715,2.99562562621146,0.063344324468079,0.268058893187113,"Not_significant"
"ENSG00000170889","RPS9","ENSG00000170889_RPS9","protein_coding","chr19",54200809,54249003,"+",-0.4357221252841,8.86813205364381,0.063358245308185,0.268058893187113,"Not_significant"
"ENSG00000166224","SGPL1","ENSG00000166224_SGPL1","protein_coding","chr10",70815905,70895816,"+",0.428557575685055,6.24864265749895,0.0633772372409039,0.268058893187113,"Not_significant"
"ENSG00000115942","ORC2","ENSG00000115942_ORC2","protein_coding","chr2",200908977,200963680,"-",-0.435409452547247,5.7948967768933,0.0633920554122158,0.268058893187113,"Not_significant"
"ENSG00000173905","GOLIM4","ENSG00000173905_GOLIM4","protein_coding","chr3",168008689,168095924,"-",-0.517058229397288,4.48608372443165,0.0634154198282642,0.268079328823983,"Not_significant"
"ENSG00000110888","CAPRIN2","ENSG00000110888_CAPRIN2","protein_coding","chr12",30709552,30823302,"-",-0.489975037108498,5.74038189689422,0.0634571075038084,0.26817718876719,"Not_significant"
"ENSG00000130396","AFDN","ENSG00000130396_AFDN","protein_coding","chr6",167826893,167972023,"+",-0.431992300464557,5.87696785585635,0.063568975172908,0.26857149382339,"Not_significant"
"ENSG00000107263","RAPGEF1","ENSG00000107263_RAPGEF1","protein_coding","chr9",131576770,131740076,"-",0.474343034160558,5.41481265409247,0.0635936461379353,0.268597280301131,"Not_significant"
"ENSG00000250685","ENSG00000250685","ENSG00000250685_ENSG00000250685","lncRNA","chr16",84192558,84197053,"-",0.877936768370633,1.95073853532666,0.063639699130065,0.268713335556194,"Not_significant"
"ENSG00000267121","FMNL1-DT","ENSG00000267121_FMNL1-DT","lncRNA","chr17",45190931,45222274,"-",1.10855185916788,0.520791691847655,0.0636937378923795,0.268863032492315,"Not_significant"
"ENSG00000215068","ANXA2R-AS1","ENSG00000215068_ANXA2R-AS1","lncRNA","chr5",43041572,43064272,"+",-1.42559594109096,-0.700547740779696,0.0638200924051851,0.269292382871305,"Not_significant"
"ENSG00000164167","LSM6","ENSG00000164167_LSM6","protein_coding","chr4",146175703,146200000,"+",-0.556593713404791,4.21295085363401,0.0638326822110954,0.269292382871305,"Not_significant"
"ENSG00000157191","NECAP2","ENSG00000157191_NECAP2","protein_coding","chr1",16440721,16460078,"+",0.431275787836383,6.47106711342988,0.0638963398364261,0.269482347543364,"Not_significant"
"ENSG00000082512","TRAF5","ENSG00000082512_TRAF5","protein_coding","chr1",211326615,211374946,"+",0.628017049373845,3.72837832859418,0.0639505457007151,0.269620137401204,"Not_significant"
"ENSG00000107833","NPM3","ENSG00000107833_NPM3","protein_coding","chr10",101781325,101783446,"-",-0.432053427300348,6.82892236726879,0.063972832912918,0.269620137401204,"Not_significant"
"ENSG00000144857","BOC","ENSG00000144857_BOC","protein_coding","chr3",113211003,113287459,"+",0.85454472424089,1.71387111367082,0.0639849254595834,0.269620137401204,"Not_significant"
"ENSG00000068383","INPP5A","ENSG00000068383_INPP5A","protein_coding","chr10",132537787,132783480,"+",-0.624045618187361,3.63668793255766,0.0640242107333426,0.269707114871443,"Not_significant"
"ENSG00000130294","KIF1A","ENSG00000130294_KIF1A","protein_coding","chr2",240713761,240824293,"-",1.00889796432166,1.58337577692477,0.0640660646219249,0.269804859045346,"Not_significant"
"ENSG00000227471","AKR1B15","ENSG00000227471_AKR1B15","protein_coding","chr7",134549110,134579875,"+",1.91826406788053,0.315101123813099,0.0641164746653787,0.269924043846588,"Not_significant"
"ENSG00000172967","XKR3","ENSG00000172967_XKR3","protein_coding","chr22",16783412,16825411,"-",1.3676743303374,-0.440964536744658,0.0641316838587532,0.269924043846588,"Not_significant"
"ENSG00000121988","ZRANB3","ENSG00000121988_ZRANB3","protein_coding","chr2",135136916,135531218,"-",-0.813285495517497,2.52139677860832,0.0641885383049985,0.270084757161172,"Not_significant"
"ENSG00000268069","ENSG00000268069","ENSG00000268069_ENSG00000268069","lncRNA","chr12",47784923,47786002,"+",1.48748589851671,-0.387676353377718,0.0642122869609486,0.270106118981414,"Not_significant"
"ENSG00000215845","TSTD1","ENSG00000215845_TSTD1","protein_coding","chr1",161037631,161038977,"-",0.44583491000013,5.58763062087485,0.0642364228886296,0.270129096949685,"Not_significant"
"ENSG00000173013","CCDC96","ENSG00000173013_CCDC96","protein_coding","chr4",7040849,7043001,"-",1.16755863130887,0.834086272851121,0.0642726848868341,0.27013755276801,"Not_significant"
"ENSG00000184515","BEX5","ENSG00000184515_BEX5","protein_coding","chrX",102153708,102155977,"-",0.959759080016691,1.26927568148632,0.0642757816001308,0.27013755276801,"Not_significant"
"ENSG00000167964","RAB26","ENSG00000167964_RAB26","protein_coding","chr16",2140803,2154165,"+",0.825205227455948,3.32468330190349,0.0643622909369274,0.270422567729768,"Not_significant"
"ENSG00000159214","CCDC24","ENSG00000159214_CCDC24","protein_coding","chr1",43991359,43996528,"+",0.609128557606258,4.13959613967455,0.0644156177424335,0.270568038984333,"Not_significant"
"ENSG00000280087","ENSG00000280087","ENSG00000280087_ENSG00000280087","TEC","chr19",44909375,44914968,"+",1.42350634938576,-0.737474598742746,0.0644954506544161,0.2708247283503,"Not_significant"
"ENSG00000122545","SEPTIN7","ENSG00000122545_SEPTIN7","protein_coding","chr7",35800932,35907110,"+",-0.417434194270724,7.9019773001745,0.0645411405362146,0.270937939349066,"Not_significant"
"ENSG00000115844","DLX2","ENSG00000115844_DLX2","protein_coding","chr2",172099438,172102900,"-",1.05722329253096,1.45554969024177,0.0645983722613862,0.271050112191985,"Not_significant"
"ENSG00000156136","DCK","ENSG00000156136_DCK","protein_coding","chr4",70992538,71030914,"+",-0.585687702659615,4.19802393493796,0.0646053357415984,0.271050112191985,"Not_significant"
"ENSG00000259345","ENSG00000259345","ENSG00000259345_ENSG00000259345","lncRNA","chr15",38865322,39427195,"-",1.04990832516335,0.485876320895179,0.064708465103216,0.271404075437264,"Not_significant"
"ENSG00000168685","IL7R","ENSG00000168685_IL7R","protein_coding","chr5",35852695,35879603,"+",1.14009183947264,3.37397564825076,0.0647869593988822,0.271654537583835,"Not_significant"
"ENSG00000234684","SDCBP2-AS1","ENSG00000234684_SDCBP2-AS1","lncRNA","chr20",1325400,1378735,"+",0.929964016376798,1.23866719855127,0.0648670274575785,0.271911451521684,"Not_significant"
"ENSG00000064763","FAR2","ENSG00000064763_FAR2","protein_coding","chr12",29149016,29341121,"+",-0.602385536219554,3.62801420230417,0.0649260531308777,0.27208003609249,"Not_significant"
"ENSG00000173156","RHOD","ENSG00000173156_RHOD","protein_coding","chr11",67056847,67072017,"+",0.498895196199789,6.08674312261027,0.065036348525872,0.272463312416816,"Not_significant"
"ENSG00000204650","LINC02210","ENSG00000204650_LINC02210","transcribed_unitary_pseudogene","chr17",45633049,45636444,"+",0.53665509633319,4.24953478962463,0.0650575029389957,0.272473027653594,"Not_significant"
"ENSG00000170791","CHCHD7","ENSG00000170791_CHCHD7","protein_coding","chr8",56211686,56218809,"+",-0.46219373022864,5.406173445414,0.0650871284535673,0.272518205559857,"Not_significant"
"ENSG00000188060","RAB42","ENSG00000188060_RAB42","protein_coding","chr1",28592200,28595449,"+",1.03751122814679,0.871918913104972,0.0651122651917498,0.272544568363383,"Not_significant"
"ENSG00000167105","TMEM92","ENSG00000167105_TMEM92","protein_coding","chr17",50271406,50281485,"+",0.845740820065082,3.09094429650376,0.0651893921479015,0.272788471741841,"Not_significant"
"ENSG00000196972","SMIM10L2B","ENSG00000196972_SMIM10L2B","protein_coding","chrX",135094985,135098712,"-",1.21694037603084,0.310625468690802,0.0652471260547213,0.272951106277501,"Not_significant"
"ENSG00000213066","CEP43","ENSG00000213066_CEP43","protein_coding","chr6",166999174,167052718,"+",-0.620112024392771,3.57429206496709,0.065289718619426,0.273050323662508,"Not_significant"
"ENSG00000164082","GRM2","ENSG00000164082_GRM2","protein_coding","chr3",51707068,51718613,"+",1.49129587555807,0.0474504197730204,0.0653401083122815,0.273120193509378,"Not_significant"
"ENSG00000132906","CASP9","ENSG00000132906_CASP9","protein_coding","chr1",15490832,15526534,"-",0.688977935288897,3.0473061747999,0.0653498824763598,0.273120193509378,"Not_significant"
"ENSG00000152147","GEMIN6","ENSG00000152147_GEMIN6","protein_coding","chr2",38751534,38785002,"+",-0.507080027903043,4.55930760114073,0.0653630658046086,0.273120193509378,"Not_significant"
"ENSG00000122741","DCAF10","ENSG00000122741_DCAF10","protein_coding","chr9",37800554,37867666,"+",0.4395811849119,5.65066636003892,0.0654603946690293,0.273366314758762,"Not_significant"
"ENSG00000181924","COA4","ENSG00000181924_COA4","protein_coding","chr11",73872667,73876901,"-",-0.423935251068244,5.85186822626028,0.0654642629450067,0.273366314758762,"Not_significant"
"ENSG00000182796","TMEM198B","ENSG00000182796_TMEM198B","transcribed_unitary_pseudogene","chr12",55832159,55834988,"+",0.539825634479351,4.28762625636261,0.0654786589685546,0.273366314758762,"Not_significant"
"ENSG00000185697","MYBL1","ENSG00000185697_MYBL1","protein_coding","chr8",66562175,66614247,"-",-0.643713190694012,4.28155998103266,0.0655538510859925,0.273542622231335,"Not_significant"
"ENSG00000269994","LINC02893","ENSG00000269994_LINC02893","lncRNA","chr9",87008440,87042419,"-",0.952778607866837,1.42428751785811,0.0655587080931866,0.273542622231335,"Not_significant"
"ENSG00000250461","ENSG00000250461","ENSG00000250461_ENSG00000250461","processed_pseudogene","chr5",61375112,61375855,"+",-1.19364142049666,0.641791890561682,0.065581367315474,0.273558264009702,"Not_significant"
"ENSG00000189114","BLOC1S3","ENSG00000189114_BLOC1S3","protein_coding","chr19",45178784,45216933,"+",0.525181041075302,4.3883953161136,0.0656800628782738,0.273890974228051,"Not_significant"
"ENSG00000165416","SUGT1","ENSG00000165416_SUGT1","protein_coding","chr13",52652709,52700909,"+",-0.428155745275728,5.86049956143279,0.0657308773049863,0.274023882159634,"Not_significant"
"ENSG00000144036","EXOC6B","ENSG00000144036_EXOC6B","protein_coding","chr2",72175984,72826041,"-",0.434818819678343,5.98365289760988,0.0657734577490688,0.274122396945557,"Not_significant"
"ENSG00000114268","PFKFB4","ENSG00000114268_PFKFB4","protein_coding","chr3",48517684,48562015,"-",0.465428763827014,5.2195839816581,0.0658422988737425,0.274308463513334,"Not_significant"
"ENSG00000166123","GPT2","ENSG00000166123_GPT2","protein_coding","chr16",46884362,46931289,"+",0.521746452419248,5.98533663337679,0.0658560274977056,0.274308463513334,"Not_significant"
"ENSG00000174099","MSRB3","ENSG00000174099_MSRB3","protein_coding","chr12",65278643,65491430,"+",1.33961441361563,0.427584874749101,0.0660536164952654,0.274975471045602,"Not_significant"
"ENSG00000178105","DDX10","ENSG00000178105_DDX10","protein_coding","chr11",108665058,108940999,"+",-0.433835323110063,5.65459814457047,0.0660541795854739,0.274975471045602,"Not_significant"
"ENSG00000175279","CENPS","ENSG00000175279_CENPS","protein_coding","chr1",10430433,10442808,"+",-1.01400363584949,0.724552654323553,0.0661997088135194,0.275502010269382,"Not_significant"
"ENSG00000120278","PLEKHG1","ENSG00000120278_PLEKHG1","protein_coding","chr6",150599883,150843665,"+",1.01629635419998,0.740128996959902,0.0662846171340703,0.275776034357624,"Not_significant"
"ENSG00000230834","ENSG00000230834","ENSG00000230834_ENSG00000230834","lncRNA","chr11",1776930,1778388,"-",1.6622429694684,-0.16768604426953,0.0663351194196267,0.275906796297964,"Not_significant"
"ENSG00000189410","SH2D5","ENSG00000189410_SH2D5","protein_coding","chr1",20719731,20732837,"-",-0.579977831824396,4.66811803107345,0.0663650626279266,0.275951996543716,"Not_significant"
"ENSG00000159086","PAXBP1","ENSG00000159086_PAXBP1","protein_coding","chr21",32733899,32771792,"-",-0.448704990193765,5.41424697492157,0.0665150393904267,0.27649613787986,"Not_significant"
"ENSG00000153071","DAB2","ENSG00000153071_DAB2","protein_coding","chr5",39371675,39462300,"-",0.876330498344497,1.76071081031505,0.066588196382962,0.276720726479726,"Not_significant"
"ENSG00000142875","PRKACB","ENSG00000142875_PRKACB","protein_coding","chr1",84078062,84238498,"+",0.700787972523248,3.10249867898784,0.0666272622433908,0.276803554167976,"Not_significant"
"ENSG00000215612","HMX1","ENSG00000215612_HMX1","protein_coding","chr4",8846076,8871839,"-",1.38926924917523,-0.471917267574706,0.0667363283168383,0.277034325573609,"Not_significant"
"ENSG00000109101","FOXN1","ENSG00000109101_FOXN1","protein_coding","chr17",28506243,28538900,"+",0.981504194012359,2.22314549480204,0.0667735535258299,0.277034325573609,"Not_significant"
"ENSG00000174015","CBY2","ENSG00000174015_CBY2","protein_coding","chr13",45702320,45714559,"+",1.16739067443017,0.152819429920294,0.0667877989747158,0.277034325573609,"Not_significant"
"ENSG00000100897","DCAF11","ENSG00000100897_DCAF11","protein_coding","chr14",24114195,24125242,"+",0.415883241877565,6.18892054754007,0.0667935810539479,0.277034325573609,"Not_significant"
"ENSG00000080845","DLGAP4","ENSG00000080845_DLGAP4","protein_coding","chr20",36306336,36528637,"+",0.451801068912333,6.79850202453659,0.0668101422836158,0.277034325573609,"Not_significant"
"ENSG00000039068","CDH1","ENSG00000039068_CDH1","protein_coding","chr16",68737292,68835537,"+",0.442770075633758,7.90989531503802,0.0668513288200902,0.277034325573609,"Not_significant"
"ENSG00000173991","TCAP","ENSG00000173991_TCAP","protein_coding","chr17",39665349,39666554,"+",1.06402104230407,0.578095165066272,0.0668553090028632,0.277034325573609,"Not_significant"
"ENSG00000100395","L3MBTL2","ENSG00000100395_L3MBTL2","protein_coding","chr22",41205282,41231271,"+",-0.450641700862487,5.20500444178995,0.0668574519487808,0.277034325573609,"Not_significant"
"ENSG00000166788","SAAL1","ENSG00000166788_SAAL1","protein_coding","chr11",18069935,18106087,"-",-0.481163971196488,4.88067865543597,0.0668759111695014,0.277034325573609,"Not_significant"
"ENSG00000171033","PKIA","ENSG00000171033_PKIA","protein_coding","chr8",78516340,78605267,"+",-0.86458275391983,1.50271139430415,0.0668771805274341,0.277034325573609,"Not_significant"
"ENSG00000001460","STPG1","ENSG00000001460_STPG1","protein_coding","chr1",24356999,24416934,"-",0.568952984635756,4.02465750526554,0.0668934673875719,0.277034325573609,"Not_significant"
"ENSG00000278817","ENSG00000278817","ENSG00000278817_ENSG00000278817","protein_coding","KI270734.1",131494,137392,"+",1.3095519298422,-0.0645088986976728,0.0670061912136787,0.277380585260608,"Not_significant"
"ENSG00000102760","RGCC","ENSG00000102760_RGCC","protein_coding","chr13",41457550,41470871,"+",0.899818074446605,1.23977870544964,0.0670154255140209,0.277380585260608,"Not_significant"
"ENSG00000215105","TTC3P1","ENSG00000215105_TTC3P1","processed_pseudogene","chrX",75740831,75746911,"-",-1.26438065181721,-0.396703498769112,0.0670766589145654,0.277554618952547,"Not_significant"
"ENSG00000151743","AMN1","ENSG00000151743_AMN1","protein_coding","chr12",31671142,31729121,"-",0.628085144860581,3.35150484715714,0.0671046507530734,0.277559732826231,"Not_significant"
"ENSG00000197191","CYSRT1","ENSG00000197191_CYSRT1","protein_coding","chr9",137225174,137226315,"+",1.3043595791947,-0.639283720207201,0.0671162688667327,0.277559732826231,"Not_significant"
"ENSG00000172840","PDP2","ENSG00000172840_PDP2","protein_coding","chr16",66878589,66895754,"+",0.438476946992721,5.55354725703465,0.0672081757892545,0.277860380385069,"Not_significant"
"ENSG00000198835","GJC2","ENSG00000198835_GJC2","protein_coding","chr1",228149930,228159826,"+",0.758165059675214,2.81666566562355,0.0672388379563102,0.27790772282171,"Not_significant"
"ENSG00000143942","CHAC2","ENSG00000143942_CHAC2","protein_coding","chr2",53767804,53775196,"+",-0.75391146531628,2.76024107041565,0.0672714982567632,0.277963294425118,"Not_significant"
"ENSG00000113387","SUB1","ENSG00000113387_SUB1","protein_coding","chr5",32531633,32604079,"+",-0.420232792825397,7.21077710333207,0.0673011996701559,0.278006611772837,"Not_significant"
"ENSG00000110321","EIF4G2","ENSG00000110321_EIF4G2","protein_coding","chr11",10797050,10808940,"-",-0.421125914282782,10.1841101877161,0.0673283732581483,0.278010283453401,"Not_significant"
"ENSG00000142528","ZNF473","ENSG00000142528_ZNF473","protein_coding","chr19",50025714,50053414,"+",-0.529936622611295,4.68639255982707,0.0673405249011971,0.278010283453401,"Not_significant"
"ENSG00000130005","GAMT","ENSG00000130005_GAMT","protein_coding","chr19",1397026,1401570,"-",0.722714573640351,4.2578674916892,0.0673797557574205,0.278092880680983,"Not_significant"
"ENSG00000258890","CEP95","ENSG00000258890_CEP95","protein_coding","chr17",64506865,64542461,"+",-0.490205765747176,4.61653843496555,0.0674356952750284,0.278244371890633,"Not_significant"
"ENSG00000104299","INTS9","ENSG00000104299_INTS9","protein_coding","chr8",28767661,28890242,"-",-0.480378055416286,4.70323184437265,0.0674821580494635,0.278356686154416,"Not_significant"
"ENSG00000128652","HOXD3","ENSG00000128652_HOXD3","protein_coding","chr2",176136612,176173102,"+",1.13466187817882,0.979059889073127,0.0675502170208004,0.278387229869787,"Not_significant"
"ENSG00000037042","TUBG2","ENSG00000037042_TUBG2","protein_coding","chr17",42659284,42667006,"+",0.498471675076312,4.76289864505422,0.0675551764624431,0.278387229869787,"Not_significant"
"ENSG00000149179","CSTPP1","ENSG00000149179_CSTPP1","protein_coding","chr11",46936689,47164385,"+",0.479067039027035,5.37129080056071,0.0675554968187038,0.278387229869787,"Not_significant"
"ENSG00000146535","GNA12","ENSG00000146535_GNA12","protein_coding","chr7",2721822,2870786,"-",0.41497133111295,6.93546411458121,0.0675665397534095,0.278387229869787,"Not_significant"
"ENSG00000105538","RASIP1","ENSG00000105538_RASIP1","protein_coding","chr19",48720585,48740610,"-",1.26554169257849,0.345933497865965,0.0676184163892064,0.278521643361691,"Not_significant"
"ENSG00000103196","CRISPLD2","ENSG00000103196_CRISPLD2","protein_coding","chr16",84819985,84920768,"+",1.24081234474513,0.0238102614780198,0.0676546910051945,0.278591733584157,"Not_significant"
"ENSG00000197147","LRRC8B","ENSG00000197147_LRRC8B","protein_coding","chr1",89524829,89597861,"+",-0.928044589942027,1.6533356306762,0.0677564532923004,0.278931375448611,"Not_significant"
"ENSG00000141524","TMC6","ENSG00000141524_TMC6","protein_coding","chr17",78107397,78132407,"-",0.537809352662263,5.6107146247247,0.0678085686554709,0.279066501897594,"Not_significant"
"ENSG00000166257","SCN3B","ENSG00000166257_SCN3B","protein_coding","chr11",123629187,123655244,"-",1.38234647284629,-0.346633205337313,0.0678513482381927,0.279163140959526,"Not_significant"
"ENSG00000111581","NUP107","ENSG00000111581_NUP107","protein_coding","chr12",68686951,68745809,"+",-0.438720699242832,6.39912877148846,0.0678829219582847,0.279213633508259,"Not_significant"
"ENSG00000104442","ARMC1","ENSG00000104442_ARMC1","protein_coding","chr8",65602458,65634217,"-",-0.439940292642735,6.32987218354458,0.0679637622702077,0.279466681353276,"Not_significant"
"ENSG00000083750","RRAGB","ENSG00000083750_RRAGB","protein_coding","chrX",55717749,55758774,"+",0.61790751383414,3.52612818816947,0.0680679328566011,0.279815492101049,"Not_significant"
"ENSG00000137871","ZNF280D","ENSG00000137871_ZNF280D","protein_coding","chr15",56630176,56734086,"-",-0.723388825031402,2.74346926751102,0.0680905179375613,0.279828816046807,"Not_significant"
"ENSG00000144381","HSPD1","ENSG00000144381_HSPD1","protein_coding","chr2",197486584,197516737,"-",-0.455240458851995,9.58391315419207,0.0681360780997366,0.279903251694975,"Not_significant"
"ENSG00000135093","USP30","ENSG00000135093_USP30","protein_coding","chr12",109023089,109088023,"+",0.592723441300461,4.05337815326379,0.0681473283886149,0.279903251694975,"Not_significant"
"ENSG00000225470","JPX","ENSG00000225470_JPX","lncRNA","chrX",73944182,74070408,"+",-0.499241625508044,4.58964034992876,0.0681818479666831,0.279965544333249,"Not_significant"
"ENSG00000278970","HEIH","ENSG00000278970_HEIH","lncRNA","chr5",180826871,180831621,"-",0.522873817474368,4.42525937215916,0.0682674032569567,0.280164473822017,"Not_significant"
"ENSG00000103111","MON1B","ENSG00000103111_MON1B","protein_coding","chr16",77190835,77202398,"+",0.428977054510801,5.72584786477026,0.068298983166333,0.280164473822017,"Not_significant"
"ENSG00000107438","PDLIM1","ENSG00000107438_PDLIM1","protein_coding","chr10",95237572,95291012,"-",0.467652566663501,7.27674588898576,0.0683091407494592,0.280164473822017,"Not_significant"
"ENSG00000176390","CRLF3","ENSG00000176390_CRLF3","protein_coding","chr17",30769388,30824692,"-",0.507992198618783,4.62544478678438,0.0683185627192707,0.280164473822017,"Not_significant"
"ENSG00000171490","RSL1D1","ENSG00000171490_RSL1D1","protein_coding","chr16",11833850,11851580,"-",-0.470005068515736,7.74924886422528,0.068343321836864,0.280164473822017,"Not_significant"
"ENSG00000137726","FXYD6","ENSG00000137726_FXYD6","protein_coding","chr11",117836976,117877486,"-",1.00828870573295,1.10980517274324,0.068346497173918,0.280164473822017,"Not_significant"
"ENSG00000173418","NAA20","ENSG00000173418_NAA20","protein_coding","chr20",20017310,20033655,"+",-0.40348009566278,6.58453173207753,0.0684456898166327,0.28049160025139,"Not_significant"
"ENSG00000166741","NNMT","ENSG00000166741_NNMT","protein_coding","chr11",114257787,114313536,"+",0.630412374376021,6.37456160480262,0.0685991493443542,0.280985829117996,"Not_significant"
"ENSG00000080815","PSEN1","ENSG00000080815_PSEN1","protein_coding","chr14",73136418,73223691,"+",0.413739530289521,6.37267816943431,0.068611300647844,0.280985829117996,"Not_significant"
"ENSG00000180758","GPR157","ENSG00000180758_GPR157","protein_coding","chr1",9100305,9129102,"-",0.598529302362418,4.00958850559335,0.0686245634089506,0.280985829117996,"Not_significant"
"ENSG00000250041","ENSG00000250041","ENSG00000250041_ENSG00000250041","lncRNA","chr11",10884158,10899364,"-",1.03084207493866,0.516583620198676,0.068682115573696,0.281141902628491,"Not_significant"
"ENSG00000171824","EXOSC10","ENSG00000171824_EXOSC10","protein_coding","chr1",11066618,11099869,"-",-0.423716045789622,6.96340607054206,0.0687671398177014,0.281410309647205,"Not_significant"
"ENSG00000256340","ABCC6P1","ENSG00000256340_ABCC6P1","transcribed_unprocessed_pseudogene","chr16",18571276,18592716,"+",1.37936934221175,-0.203726139439921,0.0688231179179585,0.281559735237893,"Not_significant"
"ENSG00000234964","FABP5P7","ENSG00000234964_FABP5P7","processed_pseudogene","chr11",59781318,59781722,"-",-0.776013111565543,2.51960495708009,0.0689111930349016,0.281840350139351,"Not_significant"
"ENSG00000248508","SRP14-DT","ENSG00000248508_SRP14-DT","lncRNA","chr15",40039242,40080614,"+",0.796625476587546,2.16490928212297,0.0689811834676353,0.282019328185428,"Not_significant"
"ENSG00000074855","ANO8","ENSG00000074855_ANO8","protein_coding","chr19",17323223,17334855,"-",0.525533834794561,4.55288098464147,0.0689939445906421,0.282019328185428,"Not_significant"
"ENSG00000040531","CTNS","ENSG00000040531_CTNS","protein_coding","chr17",3636459,3663103,"+",-0.513696913859431,4.40243971038607,0.0690923418592253,0.282341756309478,"Not_significant"
"ENSG00000146072","TNFRSF21","ENSG00000146072_TNFRSF21","protein_coding","chr6",47231532,47309905,"-",0.462037361627821,6.50874765532618,0.069176743471461,0.282554253493504,"Not_significant"
"ENSG00000286051","MAGEA6-DT","ENSG00000286051_MAGEA6-DT","lncRNA","chrX",152769764,152792268,"+",0.792477000848638,2.04855906681816,0.0691834070146545,0.282554253493504,"Not_significant"
"ENSG00000137831","UACA","ENSG00000137831_UACA","protein_coding","chr15",70654554,70763558,"-",-0.461639214738051,5.43129714510263,0.0692494439573198,0.282666715948485,"Not_significant"
"ENSG00000154319","FAM167A","ENSG00000154319_FAM167A","protein_coding","chr8",11421476,11475908,"-",0.751683228393593,3.12331796196524,0.0692500235947345,0.282666715948485,"Not_significant"
"ENSG00000196821","ILRUN","ENSG00000196821_ILRUN","protein_coding","chr6",34587288,34696859,"-",0.418803468152676,9.05543508914392,0.0693377798811259,0.28290143633017,"Not_significant"
"ENSG00000164576","SAP30L","ENSG00000164576_SAP30L","protein_coding","chr5",154445997,154461053,"+",0.473130328233762,4.9419722815105,0.0693466399299586,0.28290143633017,"Not_significant"
"ENSG00000025423","HSD17B6","ENSG00000025423_HSD17B6","protein_coding","chr12",56752161,56787790,"+",0.800293717601952,1.70546854465376,0.0694218052145123,0.28312823068315,"Not_significant"
"ENSG00000173221","GLRX","ENSG00000173221_GLRX","protein_coding","chr5",95751319,95822726,"-",0.900261847715967,3.81079553993091,0.0694638029386231,0.283219665532729,"Not_significant"
"ENSG00000171552","BCL2L1","ENSG00000171552_BCL2L1","protein_coding","chr20",31664452,31723989,"-",0.558401359110797,7.53197318441431,0.069503833657376,0.283303031188391,"Not_significant"
"ENSG00000283178","ENSG00000283178","ENSG00000283178_ENSG00000283178","unprocessed_pseudogene","chrX",71869763,71873295,"-",-1.09651043113123,0.392459244994609,0.069540541182742,0.283357228355175,"Not_significant"
"ENSG00000122643","NT5C3A","ENSG00000122643_NT5C3A","protein_coding","chr7",33014130,33062796,"-",-0.460002885647143,5.32541082383257,0.0695685661126761,0.283357228355175,"Not_significant"
"ENSG00000271755","ENSG00000271755","ENSG00000271755_ENSG00000271755","lncRNA","chr6",27404010,27406964,"-",0.80291644792092,1.70631871261517,0.0695758934824819,0.283357228355175,"Not_significant"
"ENSG00000152455","SUV39H2","ENSG00000152455_SUV39H2","protein_coding","chr10",14878820,14904315,"+",-0.518941471083533,4.54854118695743,0.0696270326587717,0.283485689401011,"Not_significant"
"ENSG00000031691","CENPQ","ENSG00000031691_CENPQ","protein_coding","chr6",49463370,49493107,"+",-0.533463962481225,4.39144971163698,0.0696786484539184,0.28361601815824,"Not_significant"
"ENSG00000132361","CLUH","ENSG00000132361_CLUH","protein_coding","chr17",2689386,2712663,"-",-0.410994804547261,7.39833308076277,0.0697147728659378,0.28368323608401,"Not_significant"
"ENSG00000158315","RHBDL2","ENSG00000158315_RHBDL2","protein_coding","chr1",38885807,38941830,"-",0.773733918559651,2.23766180374593,0.0698110498250391,0.283995120013784,"Not_significant"
"ENSG00000236753","MKLN1-AS","ENSG00000236753_MKLN1-AS","lncRNA","chr7",131309469,131328312,"-",0.774594900014564,2.12426550720116,0.0698503764778521,0.284075216791849,"Not_significant"
"ENSG00000170266","GLB1","ENSG00000170266_GLB1","protein_coding","chr3",32996609,33097202,"-",0.412041688675061,7.08754596644028,0.0698850730338656,0.284136443650337,"Not_significant"
"ENSG00000040933","INPP4A","ENSG00000040933_INPP4A","protein_coding","chr2",98444854,98594392,"+",0.454656694682499,5.03628117978093,0.0700071413401844,0.284552769493427,"Not_significant"
"ENSG00000168288","MMADHC","ENSG00000168288_MMADHC","protein_coding","chr2",149569637,149587778,"-",-0.411614410872729,6.49120757197115,0.0700726599923933,0.284739072879203,"Not_significant"
"ENSG00000096092","TMEM14A","ENSG00000096092_TMEM14A","protein_coding","chr6",52671113,52686588,"+",-0.44682350852833,5.38696743513179,0.0701151114297408,0.284821055632074,"Not_significant"
"ENSG00000131467","PSME3","ENSG00000131467_PSME3","protein_coding","chr17",42824385,42843760,"+",-0.411190406031786,7.66929355952308,0.0701322134772187,0.284821055632074,"Not_significant"
"ENSG00000214063","TSPAN4","ENSG00000214063_TSPAN4","protein_coding","chr11",842812,867116,"+",-0.459660981575204,5.77001588562463,0.0702111998147019,0.28497484312814,"Not_significant"
